team1,team2,venue,toss_winner,toss_decision,winner,date,team1_matches_played,team1_win_rate,team1_form_5,team2_matches_played,team2_win_rate,team2_form_5,team1_h2h_wins,team2_h2h_wins,team1_venue_matches,team1_venue_win_rate,team2_venue_matches,team2_venue_win_rate,team1_won_toss,team2_won_toss
Luxembourg,France,Marsa Sports Club,Luxembourg,1,France,2023-07-12,19,0.3684210526315789,3,23,0.391304347826087,4,0,1,2,0.0,3,0.6666666666666666,1,0
France,Malta,Marsa Sports Club,France,1,France,2023-07-12,24,0.4166666666666667,4,31,0.5483870967741935,3,1,1,4,0.75,17,0.6470588235294118,1,0
Scotland,Netherlands,"Sportpark Maarschalkerweerd, Utrecht",Netherlands,0,Scotland,2023-07-12,97,0.4948453608247423,1,109,0.4954128440366973,2,10,6,1,0.0,1,1.0,0,1
Malta,Luxembourg,Marsa Sports Club,Malta,1,Luxembourg,2023-07-12,32,0.53125,3,20,0.35,2,1,0,18,0.6111111111111112,3,0.0,1,0
New Zealand,Sri Lanka,"P Sara Oval, Colombo",Sri Lanka,0,Sri Lanka,2023-07-12,263,0.5665399239543726,4,252,0.3968253968253968,2,21,7,2,1.0,2,0.0,0,1
Thailand,Scotland,"Sportpark Maarschalkerweerd, Utrecht",Scotland,0,Scotland,2023-07-13,62,0.46774193548387094,3,98,0.5,2,1,2,2,0.5,2,0.5,0,1
Luxembourg,Malta,Marsa Sports Club,Malta,0,Malta,2023-07-13,21,0.38095238095238093,2,33,0.5151515151515151,2,1,1,4,0.25,19,0.5789473684210527,0,1
Romania,Switzerland,Marsa Sports Club,Switzerland,0,Switzerland,2023-07-13,22,0.7272727272727273,2,9,0.5555555555555556,2,0,0,6,0.6666666666666666,4,0.75,0,1
France,Romania,Marsa Sports Club,France,1,France,2023-07-13,25,0.44,4,23,0.6956521739130435,1,0,0,5,0.8,7,0.5714285714285714,1,0
India,Bangladesh,"Shere Bangla National Stadium, Mirpur",India,1,Bangladesh,2023-07-13,299,0.6153846153846154,3,207,0.391304347826087,1,17,3,2,1.0,23,0.5652173913043478,1,0
Luxembourg,Switzerland,Marsa Sports Club,Switzerland,0,Switzerland,2023-07-14,22,0.36363636363636365,1,10,0.6,2,1,0,5,0.2,5,0.8,0,1
Netherlands,Thailand,"Sportpark Maarschalkerweerd, Utrecht",Thailand,0,Thailand,2023-07-14,110,0.4909090909090909,2,63,0.4603174603174603,3,2,4,2,0.5,3,0.3333333333333333,0,1
France,Switzerland,Marsa Sports Club,France,1,Switzerland,2023-07-14,26,0.46153846153846156,4,11,0.6363636363636364,2,0,1,6,0.8333333333333334,6,0.8333333333333334,1,0
Malta,Romania,Marsa Sports Club,Malta,1,Malta,2023-07-14,34,0.5294117647058824,3,24,0.6666666666666666,1,1,2,20,0.6,8,0.5,1,0
Scotland,Netherlands,"Sportpark Maarschalkerweerd, Utrecht",Netherlands,0,Netherlands,2023-07-15,99,0.5050505050505051,2,111,0.4864864864864865,1,11,6,3,0.6666666666666666,3,0.3333333333333333,0,1
Romania,Luxembourg,Marsa Sports Club,Romania,1,Luxembourg,2023-07-15,25,0.64,1,23,0.34782608695652173,1,1,0,9,0.4444444444444444,6,0.16666666666666666,1,0
Malta,Switzerland,Marsa Sports Club,Switzerland,0,Switzerland,2023-07-15,35,0.5428571428571428,3,12,0.6666666666666666,3,1,1,21,0.6190476190476191,7,0.8571428571428571,0,1
France,Luxembourg,Marsa Sports Club,France,1,Luxembourg,2023-07-15,27,0.4444444444444444,4,24,0.375,2,2,0,7,0.7142857142857143,7,0.2857142857142857,1,0
Malta,Switzerland,Marsa Sports Club,Malta,1,Switzerland,2023-07-16,36,0.5277777777777778,2,13,0.6923076923076923,4,1,2,22,0.5909090909090909,8,0.875,1,0
France,Malta,Marsa Sports Club,France,1,Malta,2023-07-16,28,0.42857142857142855,3,37,0.5135135135135135,2,2,1,8,0.625,23,0.5652173913043478,1,0
Luxembourg,Romania,Marsa Sports Club,Romania,0,Romania,2023-07-16,25,0.4,3,26,0.6153846153846154,0,1,1,8,0.375,10,0.4,0,1
Scotland,Germany,"Goldenacre, Edinburgh",Germany,0,Scotland,2023-07-20,100,0.5,2,63,0.6190476190476191,4,2,0,0,0.0,0,0.0,0,1
Ireland,Italy,"Goldenacre, Edinburgh",Italy,0,Ireland,2023-07-20,184,0.42391304347826086,1,22,0.5909090909090909,4,0,0,0,0.0,0,0.0,0,1
Austria,Jersey,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Jersey,0,Jersey,2023-07-20,22,0.5454545454545454,3,27,0.6666666666666666,3,0,0,0,0.0,0,0.0,0,1
Denmark,Ireland,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Denmark,1,Ireland,2023-07-21,24,0.4583333333333333,4,185,0.42702702702702705,2,0,0,0,0.0,2,1.0,1,0
Austria,Germany,"Goldenacre, Edinburgh",Austria,1,Germany,2023-07-21,23,0.5217391304347826,2,64,0.609375,4,1,8,0,0.0,1,0.0,1,0
Scotland,Jersey,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Jersey,0,Scotland,2023-07-21,101,0.504950495049505,3,28,0.6785714285714286,3,0,0,7,0.14285714285714285,1,1.0,0,1
Vanuatu,Papua New Guinea,"Amini Park, Port Moresby",Vanuatu,1,Papua New Guinea,2023-07-22,17,0.5294117647058824,4,54,0.5185185185185185,4,0,3,0,0.0,0,0.0,1,0
Japan,Philippines,"Amini Park, Port Moresby",Japan,1,Japan,2023-07-22,14,0.42857142857142855,1,8,0.125,0,0,0,0,0.0,0,0.0,1,0
Italy,Jersey,"Goldenacre, Edinburgh",Jersey,0,Italy,2023-07-23,23,0.5652173913043478,3,29,0.6551724137931034,2,0,4,1,0.0,0,0.0,0,1
Ireland,Austria,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Austria,0,Ireland,2023-07-23,186,0.43010752688172044,2,24,0.5,1,0,0,3,1.0,1,0.0,0,1
Japan,Vanuatu,"Amini Park, Port Moresby",Vanuatu,0,Japan,2023-07-23,15,0.4666666666666667,1,18,0.5,3,0,1,1,1.0,1,0.0,0,1
Denmark,Germany,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Denmark,1,Germany,2023-07-23,25,0.44,3,65,0.6153846153846154,4,0,3,1,0.0,0,0.0,1,0
Scotland,Italy,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Italy,0,Scotland,2023-07-24,102,0.5098039215686274,4,24,0.5833333333333334,4,0,0,8,0.25,0,0.0,0,1
Austria,Denmark,"Goldenacre, Edinburgh",Denmark,0,Denmark,2023-07-24,25,0.48,0,26,0.4230769230769231,2,0,0,1,0.0,0,0.0,0,1
Jersey,Ireland,"Goldenacre, Edinburgh",Ireland,0,Ireland,2023-07-24,30,0.6333333333333333,2,187,0.43315508021390375,3,0,1,1,0.0,1,1.0,0,1
Vanuatu,Philippines,"Amini Park, Port Moresby",Vanuatu,1,Philippines,2023-07-25,19,0.47368421052631576,3,9,0.1111111111111111,0,1,1,2,0.0,1,0.0,1,0
Japan,Papua New Guinea,"Amini Park, Port Moresby",Japan,1,Papua New Guinea,2023-07-25,16,0.5,2,55,0.5272727272727272,4,0,1,2,1.0,1,1.0,1,0
Jersey,Germany,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Germany,0,Jersey,2023-07-25,31,0.6129032258064516,2,66,0.6212121212121212,4,2,2,2,0.5,1,1.0,0,1
Scotland,Austria,"Goldenacre, Edinburgh",Austria,0,Scotland,2023-07-25,103,0.5145631067961165,4,26,0.46153846153846156,0,0,0,1,1.0,2,0.0,0,1
Italy,Denmark,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Denmark,0,Italy,2023-07-25,25,0.56,3,27,0.4444444444444444,2,2,1,1,0.0,2,0.0,0,1
China,Malaysia,"Bayuemas Oval, Kuala Lumpur",China,1,Malaysia,2023-07-26,9,0.5555555555555556,2,87,0.47126436781609193,1,1,0,0,0.0,0,0.0,1,0
Bhutan,Myanmar,"Bayuemas Oval, Kuala Lumpur",Bhutan,1,Bhutan,2023-07-26,17,0.35294117647058826,4,0,0.0,0,0,0,0,0.0,0,0.0,1,0
Japan,Philippines,"Amini Park, Port Moresby",Japan,1,Japan,2023-07-26,17,0.47058823529411764,2,10,0.2,1,1,0,3,0.6666666666666666,2,0.5,1,0
Papua New Guinea,Vanuatu,"Amini Park, Port Moresby",Papua New Guinea,1,Papua New Guinea,2023-07-26,56,0.5357142857142857,5,20,0.45,2,4,0,2,1.0,3,0.0,1,0
Scotland,Denmark,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Denmark,0,Scotland,2023-07-27,104,0.5192307692307693,4,28,0.42857142857142855,2,0,0,9,0.3333333333333333,3,0.0,0,1
Malaysia,Bhutan,"Bayuemas Oval, Kuala Lumpur",Bhutan,0,Malaysia,2023-07-27,88,0.4772727272727273,2,18,0.3888888888888889,4,3,0,1,1.0,1,1.0,0,1
China,Thailand,"Bayuemas Oval, Kuala Lumpur",Thailand,0,Thailand,2023-07-27,10,0.5,2,64,0.46875,3,0,1,1,0.0,0,0.0,0,1
Thailand,Myanmar,"Bayuemas Oval, Kuala Lumpur",Myanmar,0,Thailand,2023-07-28,65,0.47692307692307695,3,1,0.0,0,0,0,1,1.0,1,0.0,0,1
Papua New Guinea,Philippines,"Amini Park, Port Moresby",Philippines,0,Papua New Guinea,2023-07-28,57,0.543859649122807,5,11,0.18181818181818182,1,1,0,3,1.0,3,0.3333333333333333,0,1
Scotland,Ireland,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Ireland,0,Scotland,2023-07-28,105,0.5238095238095238,5,188,0.43617021276595747,4,5,14,10,0.4,4,1.0,0,1
Jersey,Denmark,"Goldenacre, Edinburgh",Denmark,0,Jersey,2023-07-28,32,0.625,2,29,0.41379310344827586,1,3,0,2,0.0,1,1.0,0,1
Japan,Vanuatu,"Amini Park, Port Moresby",Vanuatu,0,Vanuatu,2023-07-28,18,0.5,3,21,0.42857142857142855,1,1,1,4,0.75,4,0.0,0,1
Germany,Italy,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Italy,0,Italy,2023-07-28,67,0.6119402985074627,3,26,0.5769230769230769,3,3,3,2,0.5,2,0.5,0,1
Philippines,Vanuatu,"Amini Park, Port Moresby",Philippines,1,Vanuatu,2023-07-29,12,0.16666666666666666,1,22,0.45454545454545453,1,2,1,4,0.25,5,0.2,1,0
Japan,Papua New Guinea,"Amini Park, Port Moresby",Japan,1,Papua New Guinea,2023-07-29,19,0.47368421052631576,3,58,0.5517241379310345,5,0,2,5,0.6,4,1.0,1,0
Bhutan,China,"Bayuemas Oval, Kuala Lumpur",Bhutan,1,Bhutan,2023-07-30,19,0.3684210526315789,3,11,0.45454545454545453,2,0,0,2,0.5,2,0.0,1,0
Malaysia,Myanmar,"Bayuemas Oval, Kuala Lumpur",Myanmar,0,Malaysia,2023-07-30,89,0.48314606741573035,3,2,0.0,0,0,0,2,1.0,2,0.0,0,1
Myanmar,China,"Bayuemas Oval, Kuala Lumpur",China,0,China,2023-07-31,3,0.0,0,12,0.4166666666666667,2,0,0,3,0.0,3,0.0,0,1
Bhutan,Thailand,"Bayuemas Oval, Kuala Lumpur",Thailand,0,Thailand,2023-07-31,20,0.4,3,66,0.48484848484848486,3,2,0,3,0.6666666666666666,2,1.0,0,1
Thailand,Malaysia,"Bayuemas Oval, Kuala Lumpur",Malaysia,0,Malaysia,2023-08-01,67,0.4925373134328358,4,90,0.4888888888888889,3,3,5,3,1.0,3,1.0,0,1
West Indies,India,"Brian Lara Stadium, Tarouba, Trinidad",West Indies,1,West Indies,2023-08-03,254,0.4330708661417323,4,300,0.6133333333333333,3,8,26,1,0.0,1,1.0,1,0
Greece,Isle of Man,"Moara Vlasiei Cricket Ground, Ilfov County",Isle of Man,0,Isle of Man,2023-08-04,5,0.2,1,14,0.5714285714285714,0,0,0,0,0.0,0,0.0,0,1
Romania,Isle of Man,"Moara Vlasiei Cricket Ground, Ilfov County",Isle of Man,0,Isle of Man,2023-08-04,27,0.6296296296296297,1,15,0.6,1,0,1,4,1.0,1,1.0,0,1
Malta,Greece,"Moara Vlasiei Cricket Ground, Ilfov County",Greece,0,Greece,2023-08-04,38,0.5263157894736842,3,6,0.16666666666666666,1,0,0,3,0.3333333333333333,1,0.0,0,1
Hungary,Croatia,"GB Oval, Szodliget",Hungary,1,Hungary,2023-08-05,14,0.35714285714285715,0,8,0.25,1,0,0,0,0.0,0,0.0,1,0
Greece,Romania,"Moara Vlasiei Cricket Ground, Ilfov County",Romania,0,Greece,2023-08-05,7,0.2857142857142857,1,28,0.6071428571428571,1,0,1,2,0.5,5,0.8,0,1
Malta,Isle of Man,"Moara Vlasiei Cricket Ground, Ilfov County",Isle of Man,0,Isle of Man,2023-08-05,39,0.5128205128205128,2,16,0.625,2,0,0,4,0.25,2,1.0,0,1
Romania,Malta,"Moara Vlasiei Cricket Ground, Ilfov County",Romania,1,Romania,2023-08-05,29,0.5862068965517241,1,40,0.5,1,2,2,6,0.6666666666666666,5,0.2,1,0
India,West Indies,"Providence Stadium, Guyana",India,1,West Indies,2023-08-06,301,0.6112956810631229,2,255,0.43529411764705883,5,26,9,4,1.0,6,0.16666666666666666,1,0
Greece,Isle of Man,"Moara Vlasiei Cricket Ground, Ilfov County",Isle of Man,0,Isle of Man,2023-08-06,8,0.375,2,17,0.6470588235294118,3,0,1,3,0.6666666666666666,3,1.0,0,1
Croatia,Hungary,"GB Oval, Szodliget",Croatia,1,Hungary,2023-08-06,9,0.2222222222222222,1,15,0.4,1,0,1,1,0.0,1,1.0,1,0
West Indies,India,"Providence Stadium, Guyana",West Indies,1,India,2023-08-08,256,0.4375,5,302,0.609271523178808,2,10,26,7,0.2857142857142857,5,0.8,1,0
West Indies,India,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",West Indies,1,India,2023-08-12,257,0.4357976653696498,4,303,0.6105610561056105,2,10,27,2,0.0,2,1.0,1,0
India,West Indies,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",India,1,West Indies,2023-08-13,304,0.6118421052631579,2,258,0.43410852713178294,3,28,10,3,1.0,3,0.0,1,0
Germany,Guernsey,"Sportpark Het Schootsveld, Deventer",Germany,1,Guernsey,2023-08-14,68,0.6029411764705882,2,16,0.5625,4,1,0,2,1.0,0,0.0,1,0
Netherlands,Ireland,"VRA Ground, Amstelveen",Ireland,0,Ireland,2023-08-14,112,0.49107142857142855,2,189,0.43386243386243384,4,8,10,0,0.0,0,0.0,0,1
Guernsey,Germany,"Sportpark Het Schootsveld, Deventer",Germany,0,Germany,2023-08-14,17,0.5882352941176471,4,69,0.5942028985507246,2,1,1,1,1.0,3,0.6666666666666666,0,1
Guernsey,Germany,"Sportpark Het Schootsveld, Deventer",Guernsey,1,Guernsey,2023-08-15,18,0.5555555555555556,3,70,0.6,2,1,2,2,0.5,4,0.75,1,0
Ireland,Netherlands,"VRA Ground, Amstelveen",Netherlands,0,Ireland,2023-08-16,190,0.4368421052631579,4,113,0.48672566371681414,2,11,8,1,1.0,1,0.0,0,1
New Zealand,United Arab Emirates,Dubai International Cricket Stadium,United Arab Emirates,0,New Zealand,2023-08-17,264,0.5643939393939394,4,103,0.5631067961165048,2,0,0,9,0.3333333333333333,5,0.0,0,1
Netherlands,Ireland,"VRA Ground, Amstelveen",Netherlands,1,Ireland,2023-08-17,114,0.4824561403508772,1,191,0.4397905759162304,4,8,12,2,0.0,2,1.0,1,0
Ireland,India,"Malahide, Dublin",India,0,India,2023-08-18,192,0.4427083333333333,4,305,0.6098360655737705,2,0,7,0,0.0,0,0.0,0,1
Romania,Malta,"Moara Vlasiei Cricket Ground, Ilfov County",Romania,1,Malta,2023-08-18,30,0.6,2,41,0.4878048780487805,1,3,2,7,0.7142857142857143,6,0.16666666666666666,1,0
Romania,Malta,"Moara Vlasiei Cricket Ground, Ilfov County",Romania,1,Malta,2023-08-19,31,0.5806451612903226,2,42,0.5,2,3,3,8,0.625,7,0.2857142857142857,1,0
New Zealand,United Arab Emirates,Dubai International Cricket Stadium,United Arab Emirates,0,United Arab Emirates,2023-08-19,265,0.5660377358490566,4,104,0.5576923076923077,2,1,0,10,0.4,6,0.0,0,1
Malta,Romania,"Moara Vlasiei Cricket Ground, Ilfov County",Romania,0,Romania,2023-08-19,43,0.5116279069767442,2,32,0.5625,1,4,3,8,0.375,9,0.5555555555555556,0,1
Malta,Romania,"Moara Vlasiei Cricket Ground, Ilfov County",Romania,0,Romania,2023-08-20,44,0.5,2,33,0.5757575757575758,2,4,4,9,0.3333333333333333,10,0.6,0,1
Tanzania,Uganda,"Gahanga International Cricket Stadium, Rwanda",Tanzania,1,Uganda,2023-08-20,45,0.7555555555555555,3,89,0.6404494382022472,5,4,6,9,0.5555555555555556,8,0.875,1,0
Uganda,Rwanda,"Gahanga International Cricket Stadium, Rwanda",Uganda,1,Uganda,2023-08-20,90,0.6444444444444445,5,50,0.42,1,10,0,9,0.8888888888888888,9,0.1111111111111111,1,0
New Zealand,United Arab Emirates,Dubai International Cricket Stadium,United Arab Emirates,0,New Zealand,2023-08-20,266,0.5639097744360902,3,105,0.5619047619047619,3,1,1,11,0.36363636363636365,7,0.14285714285714285,0,1
Romania,Malta,"Moara Vlasiei Cricket Ground, Ilfov County",Malta,0,Romania,2023-08-20,34,0.5882352941176471,3,45,0.4888888888888889,2,5,4,11,0.6363636363636364,10,0.3,0,1
India,Ireland,"Malahide, Dublin",Ireland,0,India,2023-08-20,306,0.6111111111111112,3,193,0.44041450777202074,3,8,0,1,1.0,1,0.0,0,1
Uganda,Tanzania,"Gahanga International Cricket Stadium, Rwanda",Uganda,1,Tanzania,2023-08-21,91,0.6483516483516484,5,46,0.7391304347826086,3,7,4,10,0.9,10,0.5,1,0
Hong Kong,Nepal,"Bayuemas Oval, Kuala Lumpur",Nepal,0,Nepal,2023-08-22,80,0.45,2,80,0.6375,3,4,3,0,0.0,0,0.0,0,1
Kuwait,Malaysia,"Bayuemas Oval, Kuala Lumpur",Malaysia,0,Malaysia,2023-08-22,38,0.3684210526315789,2,91,0.4945054945054945,4,0,4,0,0.0,4,1.0,0,1
Uganda,Rwanda,"Gahanga International Cricket Stadium, Rwanda",Rwanda,0,Uganda,2023-08-22,92,0.6413043478260869,4,51,0.4117647058823529,1,11,0,11,0.8181818181818182,10,0.1,0,1
Rwanda,Tanzania,"Gahanga International Cricket Stadium, Rwanda",Tanzania,0,Tanzania,2023-08-22,52,0.40384615384615385,1,47,0.7446808510638298,3,1,6,11,0.09090909090909091,11,0.5454545454545454,0,1
Nepal,Kuwait,"Bayuemas Oval, Kuala Lumpur",Kuwait,0,Nepal,2023-08-23,81,0.6419753086419753,4,39,0.358974358974359,1,4,0,1,1.0,1,0.0,0,1
Malaysia,Hong Kong,"Bayuemas Oval, Kuala Lumpur",Malaysia,1,Hong Kong,2023-08-23,92,0.5,5,81,0.4444444444444444,1,6,4,5,1.0,1,0.0,1,0
Netherlands,Jersey,"Sportpark Maarschalkerweerd, Utrecht",Jersey,0,Netherlands,2023-08-24,115,0.4782608695652174,1,33,0.6363636363636364,2,0,0,4,0.5,0,0.0,0,1
Uganda,Tanzania,"Gahanga International Cricket Stadium, Rwanda",Tanzania,0,Uganda,2023-08-24,93,0.6451612903225806,4,48,0.75,3,7,5,12,0.8333333333333334,12,0.5833333333333334,0,1
Uganda,Rwanda,"Gahanga International Cricket Stadium, Rwanda",Rwanda,0,Uganda,2023-08-24,94,0.648936170212766,4,53,0.39622641509433965,1,12,0,13,0.8461538461538461,12,0.08333333333333333,0,1
Netherlands,Jersey,"Sportpark Maarschalkerweerd, Utrecht",Netherlands,1,Netherlands,2023-08-24,116,0.4827586206896552,2,34,0.6176470588235294,2,1,0,5,0.6,1,0.0,1,0
Singapore,Myanmar,"Indian Association Ground, Singapore",Myanmar,0,Myanmar,2023-08-24,47,0.3404255319148936,4,4,0.0,0,0,0,8,0.25,0,0.0,0,1
Uganda,Tanzania,"Gahanga International Cricket Stadium, Rwanda",Uganda,1,Uganda,2023-08-25,95,0.6526315789473685,4,49,0.7346938775510204,2,8,5,14,0.8571428571428571,13,0.5384615384615384,1,0
Rwanda,Tanzania,"Gahanga International Cricket Stadium, Rwanda",Tanzania,0,Tanzania,2023-08-25,54,0.3888888888888889,0,50,0.72,2,1,7,13,0.07692307692307693,14,0.5,0,1
Hong Kong,Kuwait,"Bayuemas Oval, Kuala Lumpur",Kuwait,0,Hong Kong,2023-08-25,82,0.45121951219512196,2,40,0.35,1,5,0,2,0.5,2,0.0,0,1
Denmark,Sweden,Tikkurila Cricket Ground,Sweden,0,Sweden,2023-08-25,30,0.4,1,22,0.4090909090909091,2,1,2,0,0.0,4,0.5,0,1
Nepal,Malaysia,"Bayuemas Oval, Kuala Lumpur",Malaysia,0,Malaysia,2023-08-25,82,0.6463414634146342,4,93,0.4946236559139785,4,11,2,2,1.0,6,0.8333333333333334,0,1
Hong Kong,Nepal,"Bayuemas Oval, Kuala Lumpur",Nepal,0,Nepal,2023-08-26,83,0.4578313253012048,2,83,0.6385542168674698,3,4,4,3,0.6666666666666666,3,0.6666666666666666,0,1
Singapore,Myanmar,"Indian Association Ground, Singapore",Myanmar,0,Myanmar,2023-08-26,48,0.3333333333333333,4,5,0.2,1,0,1,9,0.2222222222222222,1,1.0,0,1
Denmark,Sweden,Kerava National Cricket Ground,Sweden,0,Sweden,2023-08-26,31,0.3870967741935484,1,23,0.43478260869565216,2,1,3,0,0.0,5,0.6,0,1
Rwanda,Uganda,"Gahanga International Cricket Stadium, Rwanda",Rwanda,1,Uganda,2023-08-27,55,0.38181818181818183,0,96,0.65625,4,0,13,14,0.07142857142857142,15,0.8666666666666667,1,0
Tanzania,Rwanda,"Gahanga International Cricket Stadium, Rwanda",Rwanda,0,Tanzania,2023-08-27,51,0.7254901960784313,3,56,0.375,0,8,1,15,0.5333333333333333,15,0.06666666666666667,0,1
Singapore,Myanmar,Turf City B Cricket Ground,Myanmar,0,Myanmar,2023-08-27,49,0.32653061224489793,3,6,0.3333333333333333,2,0,2,0,0.0,0,0.0,0,1
Rwanda,Uganda,"Gahanga International Cricket Stadium, Rwanda",Rwanda,1,Uganda,2023-08-28,57,0.3684210526315789,0,97,0.6597938144329897,5,0,14,16,0.0625,16,0.875,1,0
Uganda,Tanzania,"Gahanga International Cricket Stadium, Rwanda",Uganda,1,Uganda,2023-08-28,98,0.6632653061224489,5,52,0.7307692307692307,3,9,5,17,0.8823529411764706,16,0.5625,1,0
Japan,Vanuatu,Vanuatu Cricket Ground,Vanuatu,0,Vanuatu,2023-08-28,20,0.45,2,23,0.4782608695652174,2,1,2,0,0.0,0,0.0,0,1
Australia,South Africa,"Kingsmead, Durban",South Africa,0,Australia,2023-08-30,278,0.6402877697841727,3,258,0.5348837209302325,2,18,8,0,0.0,0,0.0,0,1
Tanzania,Rwanda,"Gahanga International Cricket Stadium, Rwanda",Rwanda,0,Tanzania,2023-08-30,53,0.7169811320754716,2,58,0.3620689655172414,0,9,1,17,0.5294117647058824,17,0.058823529411764705,0,1
New Zealand,England,"Riverside Ground, Chester-le-Street",England,0,England,2023-08-30,267,0.5655430711610487,3,287,0.6341463414634146,2,10,26,0,0.0,1,1.0,0,1
Vanuatu,Japan,Vanuatu Cricket Ground,Japan,0,Vanuatu,2023-08-30,24,0.5,3,21,0.42857142857142855,1,3,1,1,1.0,1,0.0,0,1
Uganda,Tanzania,"Gahanga International Cricket Stadium, Rwanda",Tanzania,0,Uganda,2023-08-30,99,0.6666666666666666,5,54,0.7222222222222222,3,10,5,18,0.8888888888888888,18,0.5555555555555556,0,1
Nepal,Malaysia,"Bayuemas Oval, Kuala Lumpur",Malaysia,0,Nepal,2023-08-31,84,0.6428571428571429,4,94,0.5,4,11,3,4,0.75,7,0.8571428571428571,0,1
Rwanda,Uganda,"Gahanga International Cricket Stadium, Rwanda",Rwanda,1,Uganda,2023-08-31,59,0.3559322033898305,0,100,0.67,5,0,15,18,0.05555555555555555,19,0.8947368421052632,1,0
Tanzania,Rwanda,"Gahanga International Cricket Stadium, Rwanda",Tanzania,1,Tanzania,2023-08-31,55,0.7090909090909091,3,60,0.35,0,10,1,19,0.5263157894736842,19,0.05263157894736842,1,0
England,Sri Lanka,"County Ground, Hove",Sri Lanka,0,England,2023-08-31,288,0.6354166666666666,3,253,0.39920948616600793,3,15,4,3,0.0,0,0.0,0,1
Kuwait,China,"Bayuemas Oval, Kuala Lumpur",China,0,Kuwait,2023-08-31,41,0.34146341463414637,1,13,0.46153846153846156,2,0,1,3,0.0,4,0.25,0,1
Bhutan,United Arab Emirates,"Selangor Turf Club, Kuala Lumpur",Bhutan,1,United Arab Emirates,2023-08-31,21,0.38095238095238093,2,106,0.5566037735849056,3,0,1,0,0.0,0,0.0,1,0
Myanmar,Hong Kong,"UKM-YSD Cricket Oval, Bangi",Hong Kong,0,Hong Kong,2023-08-31,7,0.42857142857142855,3,84,0.4523809523809524,2,0,0,0,0.0,2,1.0,0,1
Qatar,Bahrain,"UKM-YSD Cricket Oval, Bangi",Qatar,1,Bahrain,2023-08-31,28,0.39285714285714285,2,35,0.42857142857142855,2,1,2,8,0.625,5,0.6,1,0
Qatar,Bhutan,"Bayuemas Oval, Kuala Lumpur",Bhutan,0,Bhutan,2023-09-01,29,0.3793103448275862,2,22,0.36363636363636365,2,0,0,0,0.0,4,0.5,0,1
South Africa,Pakistan,"National Stadium, Karachi",Pakistan,0,Pakistan,2023-09-01,259,0.5328185328185329,1,306,0.5424836601307189,2,16,19,0,0.0,7,0.7142857142857143,0,1
England,New Zealand,"Old Trafford, Manchester",England,1,England,2023-09-01,289,0.6366782006920415,4,268,0.5634328358208955,2,27,10,1,1.0,0,0.0,1,0
Malaysia,United Arab Emirates,"UKM-YSD Cricket Oval, Bangi",Malaysia,1,United Arab Emirates,2023-09-01,95,0.49473684210526314,3,107,0.5607476635514018,3,0,6,12,0.8333333333333334,1,1.0,1,0
Bahrain,Nepal,"Selangor Turf Club, Kuala Lumpur",Bahrain,1,Nepal,2023-09-01,36,0.4444444444444444,2,85,0.6470588235294118,4,0,1,0,0.0,0,0.0,1,0
Fiji,Samoa,Vanuatu Cricket Ground (Oval 2),Samoa,0,Fiji,2023-09-01,8,0.375,3,7,0.14285714285714285,0,2,0,0,0.0,0,0.0,0,1
Papua New Guinea,Vanuatu,Vanuatu Cricket Ground,Papua New Guinea,1,Vanuatu,2023-09-01,59,0.559322033898305,5,25,0.52,4,5,0,0,0.0,2,1.0,1,0
China,Hong Kong,"Selangor Turf Club, Kuala Lumpur",Hong Kong,0,Hong Kong,2023-09-01,14,0.42857142857142855,1,85,0.4588235294117647,3,2,1,0,0.0,0,0.0,0,1
Japan,Cook Islands,Vanuatu Cricket Ground,Cook Islands,0,Japan,2023-09-01,22,0.4090909090909091,1,5,0.6,3,0,0,2,0.0,0,0.0,0,1
South Africa,Australia,"Kingsmead, Durban",Australia,0,Australia,2023-09-01,260,0.5307692307692308,1,279,0.6415770609318996,3,8,19,1,0.0,1,1.0,0,1
Japan,Samoa,Vanuatu Cricket Ground (Oval 2),Samoa,0,Japan,2023-09-02,23,0.43478260869565216,1,8,0.125,0,0,0,0,0.0,1,0.0,0,1
Cameroon,Sierra Leone,"Botswana Cricket Association Oval 2, Gaborone",Sierra Leone,0,Sierra Leone,2023-09-02,11,0.0,0,25,0.44,4,0,3,1,0.0,3,0.3333333333333333,0,1
Mozambique,Eswatini,"Botswana Cricket Association Oval 1, Gaborone",Eswatini,0,Mozambique,2023-09-02,23,0.30434782608695654,4,10,0.1,1,2,0,4,0.25,5,0.0,0,1
